Record Length,2.50E+03,,-0.0005,-0.32
Sample Interval,4.00E-07,,-0.0004996,-0.24
Trigger Point,1.25E+03,,-0.0004992,-0.32
,,,-0.0004988,-0.32
,,,-0.0004984,-0.28
,,,-0.000498,-0.32
Source,CH1,,-0.0004976,-0.32
Vertical Units,V,,-0.0004972,-0.32
Vertical Scale,1.00E+00,,-0.0004968,-0.36
Vertical Offset,2.00E+00,,-0.0004964,-0.36
Horizontal Units,s,,-0.000496,-0.32
Horizontal Scale,1.00E-04,,-0.0004956,-0.36
Pt Fmt,Y,,-0.0004952,-0.32
Yzero,0.00E+00,,-0.0004948,-0.32
Probe Atten,1.00E+00,,-0.0004944,-0.4
Model Number,TDS2014C,,-0.000494,-0.36
Serial Number,C043659,,-0.0004936,-0.36
Firmware Version,FV:v24.26,,-0.0004932,-0.36
,,,-0.0004928,-0.4
,,,-0.0004924,-0.4
,,,-0.000492,-0.36
,,,-0.0004916,-0.36
,,,-0.0004912,-0.4
,,,-0.0004908,-0.4
,,,-0.0004904,-0.4
,,,-0.00049,-0.4
,,,-0.0004896,-0.44
,,,-0.0004892,-0.4
,,,-0.0004888,-0.4
,,,-0.0004884,-0.44
,,,-0.000488,-0.44
,,,-0.0004876,-0.48
,,,-0.0004872,-0.44
,,,-0.0004868,-0.48
,,,-0.0004864,-0.44
,,,-0.000486,-0.48
,,,-0.0004856,-0.48
,,,-0.0004852,-0.44
,,,-0.0004848,-0.44
,,,-0.0004844,-0.48
,,,-0.000484,-0.52
,,,-0.0004836,-0.48
,,,-0.0004832,-0.48
,,,-0.0004828,-0.48
,,,-0.0004824,-0.52
,,,-0.000482,-0.48
,,,-0.0004816,-0.52
,,,-0.0004812,-0.48
,,,-0.0004808,-0.52
,,,-0.0004804,-0.56
,,,-0.00048,-0.52
,,,-0.0004796,-0.56
,,,-0.0004792,-0.56
,,,-0.0004788,-0.6
,,,-0.0004784,-0.52
,,,-0.000478,-0.6
,,,-0.0004776,-0.56
,,,-0.0004772,-0.56
,,,-0.0004768,-0.56
,,,-0.0004764,-0.56
,,,-0.000476,-0.6
,,,-0.0004756,-0.6
,,,-0.0004752,-0.6
,,,-0.0004748,-0.56
,,,-0.0004744,-0.6
,,,-0.000474,-0.64
,,,-0.0004736,-0.6
,,,-0.0004732,-0.6
,,,-0.0004728,-0.64
,,,-0.0004724,-0.6
,,,-0.000472,-0.6
,,,-0.0004716,-0.6
,,,-0.0004712,-0.64
,,,-0.0004708,-0.64
,,,-0.0004704,-0.64
,,,-0.00047,-0.68
,,,-0.0004696,-0.68
,,,-0.0004692,-0.68
,,,-0.0004688,-0.64
,,,-0.0004684,-0.68
,,,-0.000468,-0.68
,,,-0.0004676,-0.64
,,,-0.0004672,-0.68
,,,-0.0004668,-0.72
,,,-0.0004664,-0.68
,,,-0.000466,-0.72
,,,-0.0004656,-0.72
,,,-0.0004652,-0.68
,,,-0.0004648,-0.76
,,,-0.0004644,-0.76
,,,-0.000464,-0.76
,,,-0.0004636,-0.72
,,,-0.0004632,-0.72
,,,-0.0004628,-0.76
,,,-0.0004624,-0.72
,,,-0.000462,-0.72
,,,-0.0004616,-0.72
,,,-0.0004612,-0.8
,,,-0.0004608,-0.72
,,,-0.0004604,-0.8
,,,-0.00046,-0.8
,,,-0.0004596,-0.8
,,,-0.0004592,-0.76
,,,-0.0004588,-0.8
,,,-0.0004584,-0.8
,,,-0.000458,-0.76
,,,-0.0004576,-0.8
,,,-0.0004572,-0.72
,,,-0.0004568,-0.76
,,,-0.0004564,-0.84
,,,-0.000456,-0.8
,,,-0.0004556,-0.84
