x-axis,1,2
second,Volt,Volt
-10.00000E-06,-38.19096461E-03,-1.38693461567E+00
-9.99000E-06,-38.19096461E-03,-1.22613059729E+00
-9.98000E-06,-38.19096461E-03,-1.30653260648E+00
-9.97000E-06,-38.19096461E-03,-1.38693461567E+00
-9.96000E-06,-38.19096461E-03,-1.38693461567E+00
-9.95000E-06,-38.19096461E-03,-1.38693461567E+00
-9.94000E-06,-38.19096461E-03,-1.38693461567E+00
-9.93000E-06,-38.19096461E-03,-1.38693461567E+00
-9.92000E-06,-38.19096461E-03,-1.46733662486E+00
-9.91000E-06,-46.23116553E-03,-1.38693461567E+00
-9.90000E-06,-38.19096461E-03,-1.38693461567E+00
-9.89000E-06,-38.19096461E-03,-1.46733662486E+00
-9.88000E-06,-54.27136645E-03,-1.46733662486E+00
-9.87000E-06,-46.23116553E-03,-1.38693461567E+00
-9.86000E-06,-46.23116553E-03,-1.54773863405E+00
-9.85000E-06,-46.23116553E-03,-1.46733662486E+00
-9.84000E-06,-38.19096461E-03,-1.54773863405E+00
-9.83000E-06,-38.19096461E-03,-1.54773863405E+00
-9.82000E-06,-46.23116553E-03,-1.54773863405E+00
-9.81000E-06,-38.19096461E-03,-1.62814064324E+00
-9.80000E-06,-38.19096461E-03,-1.54773863405E+00
-9.79000E-06,-46.23116553E-03,-1.54773863405E+00
-9.78000E-06,-38.19096461E-03,-1.54773863405E+00
-9.77000E-06,-46.23116553E-03,-1.62814064324E+00
-9.76000E-06,-46.23116553E-03,-1.62814064324E+00
-9.75000E-06,-46.23116553E-03,-1.70854265243E+00
-9.74000E-06,-38.19096461E-03,-1.54773863405E+00
-9.73000E-06,-38.19096461E-03,-1.70854265243E+00
-9.72000E-06,-38.19096461E-03,-1.62814064324E+00
-9.71000E-06,-54.27136645E-03,-1.62814064324E+00
-9.70000E-06,-46.23116553E-03,-1.62814064324E+00
-9.69000E-06,-38.19096461E-03,-1.70854265243E+00
-9.68000E-06,-54.27136645E-03,-1.78894466162E+00
-9.67000E-06,-38.19096461E-03,-1.78894466162E+00
-9.66000E-06,-46.23116553E-03,-1.70854265243E+00
-9.65000E-06,-38.19096461E-03,-1.70854265243E+00
-9.64000E-06,-30.15076369E-03,-1.70854265243E+00
-9.63000E-06,-38.19096461E-03,-1.70854265243E+00
-9.62000E-06,-38.19096461E-03,-1.86934667081E+00
-9.61000E-06,-30.15076369E-03,-1.86934667081E+00
-9.60000E-06,-38.19096461E-03,-1.86934667081E+00
-9.59000E-06,-38.19096461E-03,-1.78894466162E+00
