x-axis,1,2
second,Volt,Volt
-25.00000E-06,-55.27639203E-03,-1.94974868000E+00
-24.97500E-06,-55.27639203E-03,-1.94974868000E+00
-24.95000E-06,-55.27639203E-03,-1.86934667081E+00
-24.92500E-06,-75.37689433E-03,-1.78894466162E+00
-24.90000E-06,-55.27639203E-03,-2.03015068918E+00
-24.87500E-06,-55.27639203E-03,-1.78894466162E+00
-24.85000E-06,-55.27639203E-03,-1.86934667081E+00
-24.82500E-06,-75.37689432E-03,-1.86934667081E+00
-24.80000E-06,-35.17588973E-03,-1.86934667081E+00
-24.77500E-06,-55.27639203E-03,-1.86934667081E+00
-24.75000E-06,-55.27639203E-03,-1.70854265243E+00
-24.72500E-06,-35.17588973E-03,-1.78894466162E+00
-24.70000E-06,-35.17588973E-03,-1.78894466162E+00
-24.67500E-06,-55.27639203E-03,-1.78894466162E+00
-24.65000E-06,-15.07538743E-03,-1.70854265243E+00
-24.62500E-06,-75.37689433E-03,-1.78894466162E+00
-24.60000E-06,-75.37689433E-03,-1.70854265243E+00
-24.57500E-06,-55.27639203E-03,-1.62814064324E+00
-24.55000E-06,-55.27639203E-03,-1.62814064324E+00
-24.52500E-06,-55.27639203E-03,-1.54773863405E+00
-24.50000E-06,+5.02511486E-03,-1.54773863405E+00
-24.47500E-06,-55.27639203E-03,-1.54773863405E+00
-24.45000E-06,-55.27639203E-03,-1.54773863405E+00
-24.42500E-06,-55.27639203E-03,-1.46733662486E+00
-24.40000E-06,-35.17588973E-03,-1.46733662486E+00
-24.37500E-06,-15.07538743E-03,-1.46733662486E+00
-24.35000E-06,-35.17588973E-03,-1.38693461567E+00
-24.32500E-06,-55.27639203E-03,-1.46733662486E+00
-24.30000E-06,-55.27639203E-03,-1.38693461567E+00
-24.27500E-06,-55.27639203E-03,-1.54773863405E+00
-24.25000E-06,-55.27639203E-03,-1.46733662486E+00
-24.22500E-06,-55.27639203E-03,-1.38693461567E+00
-24.20000E-06,-35.17588973E-03,-1.22613059729E+00
-24.17500E-06,-75.37689432E-03,-1.30653260648E+00
-24.15000E-06,-55.27639203E-03,-1.30653260648E+00
-24.12500E-06,-55.27639203E-03,-1.30653260648E+00
-24.10000E-06,-55.27639203E-03,-1.22613059729E+00
-24.07500E-06,-55.27639203E-03,-1.14572858810E+00
-24.05000E-06,-35.17588973E-03,-1.22613059729E+00
-24.02500E-06,-95.47739662E-03,-1.14572858810E+00
-24.00000E-06,-35.17588973E-03,-1.22613059729E+00
-23.97500E-06,-115.57789892E-03,-1.06532657892E+00
