Record Length,2.50E+03,,-0.0005,-0.016
Sample Interval,4.00E-07,,-0.0004996,-0.032
Trigger Point,1.25E+03,,-0.0004992,-0.04
,,,-0.0004988,-0.016
,,,-0.0004984,-0.032
,,,-0.000498,-0.024
Source,CH2,,-0.0004976,-0.032
Vertical Units,V,,-0.0004972,0
Vertical Scale,2.00E-01,,-0.0004968,-0.04
Vertical Offset,-4.00E-01,,-0.0004964,-0.016
Horizontal Units,s,,-0.000496,-0.032
Horizontal Scale,1.00E-04,,-0.0004956,-0.024
Pt Fmt,Y,,-0.0004952,-0.032
Yzero,0.00E+00,,-0.0004948,-0.032
Probe Atten,1.00E+00,,-0.0004944,-0.032
Model Number,TDS2014C,,-0.000494,-0.032
Serial Number,C043659,,-0.0004936,-0.032
Firmware Version,FV:v24.26,,-0.0004932,-0.032
,,,-0.0004928,-0.04
,,,-0.0004924,-0.04
,,,-0.000492,-0.032
,,,-0.0004916,-0.024
,,,-0.0004912,-0.04
,,,-0.0004908,-0.032
,,,-0.0004904,-0.024
,,,-0.00049,-0.032
,,,-0.0004896,-0.048
,,,-0.0004892,-0.024
,,,-0.0004888,-0.032
,,,-0.0004884,-0.048
,,,-0.000488,-0.032
,,,-0.0004876,-0.04
,,,-0.0004872,-0.024
,,,-0.0004868,-0.024
,,,-0.0004864,-0.032
,,,-0.000486,-0.048
,,,-0.0004856,-0.024
,,,-0.0004852,-0.032
,,,-0.0004848,-0.032
,,,-0.0004844,-0.04
,,,-0.000484,-0.04
,,,-0.0004836,-0.032
,,,-0.0004832,-0.032
,,,-0.0004828,-0.04
,,,-0.0004824,-0.04
,,,-0.000482,-0.032
,,,-0.0004816,-0.032
,,,-0.0004812,-0.04
,,,-0.0004808,-0.048
,,,-0.0004804,-0.04
,,,-0.00048,-0.024
,,,-0.0004796,-0.048
,,,-0.0004792,-0.04
,,,-0.0004788,-0.032
,,,-0.0004784,-0.032
,,,-0.000478,-0.032
,,,-0.0004776,-0.04
,,,-0.0004772,-0.04
,,,-0.0004768,-0.032
,,,-0.0004764,-0.04
,,,-0.000476,-0.032
,,,-0.0004756,-0.024
,,,-0.0004752,-0.032
,,,-0.0004748,-0.04
,,,-0.0004744,-0.04
,,,-0.000474,-0.032
,,,-0.0004736,-0.032
,,,-0.0004732,-0.032
,,,-0.0004728,-0.04
,,,-0.0004724,-0.056
,,,-0.000472,-0.08
,,,-0.0004716,-0.016
,,,-0.0004712,-0.024
,,,-0.0004708,-0.064
,,,-0.0004704,-0.04
,,,-0.00047,-0.024
,,,-0.0004696,-0.048
,,,-0.0004692,-0.04
,,,-0.0004688,-0.032
,,,-0.0004684,-0.04
,,,-0.000468,-0.048
,,,-0.0004676,-0.032
,,,-0.0004672,-0.04
,,,-0.0004668,-0.032
,,,-0.0004664,-0.04
,,,-0.000466,-0.056
,,,-0.0004656,-0.032
,,,-0.0004652,-0.048
,,,-0.0004648,-0.032
,,,-0.0004644,-0.04
,,,-0.000464,-0.04
