time,Phi,I_L,IR,I,M,B,V
4.00534045393858e-06,9.98830080783578e-08,1.77465804636826,1.22534195363174,3,77709.7142857143,0.0998830080783578,0.0122534195363174
4.20560747663551e-06,1.02620851026067e-07,1.63107852614522,1.36892147385478,3,80032,0.102620851026067,0.0136892147385478
4.40587449933244e-06,1.04816829129562e-07,1.90201094825248,1.09798905174752,3,81508.5714285714,0.104816829129562,0.0109798905174752
4.60614152202937e-06,1.08176090691718e-07,1.32036921892234,1.67963078107766,3,84763.4285714286,0.108176090691718,0.0167963078107766
4.8064085447263e-06,1.09811010635972e-07,2.1825400278729,0.817459972127105,3,85202.2857142857,0.109811010635972,0.00817459972127105
5.00667556742323e-06,1.10731168361337e-07,2.53992113731753,0.460078862682474,3,85577.1428571429,0.110731168361337,0.00460078862682474
5.20694259012016e-06,1.11573086320608e-07,2.57904102036445,0.420958979635552,3,86208,0.111573086320608,0.00420958979635552
5.40720961281709e-06,1.12578851195002e-07,2.49711756280279,0.50288243719721,3,87090.2857142857,0.112578851195002,0.00502882437197211
5.60747663551402e-06,1.12991640880365e-07,2.79360515731858,0.206394842681423,3,87122.2857142857,0.112991640880365,0.00206394842681423
5.80774365821095e-06,1.13447271660313e-07,2.77218461002595,0.227815389974053,3,87506.2857142857,0.113447271660313,0.00227815389974053
6.00801068090788e-06,1.13697172654894e-07,2.87504950270992,0.124950497290079,3,87602.2857142857,0.113697172654894,0.00124950497290079
6.20827770360481e-06,1.14276931005189e-07,2.71012082485203,0.289879175147973,3,88228.5714285714,0.114276931005189,0.00289879175147973
6.40854472630173e-06,1.14627648299516e-07,2.82464135283678,0.175358647163223,3,88393.1428571429,0.114627648299516,0.00175358647163223
6.60881174899866e-06,1.14770035322521e-07,2.92880648849741,0.0711935115025899,3,88402.2857142857,0.114770035322521,0.000711935115025899
6.80907877169559e-06,1.14895537142178e-07,2.93724909017131,0.0627509098286927,3,88493.7142857143,0.114895537142178,0.000627509098286927
7.00934579439252e-06,1.15085082477172e-07,2.90522733250327,0.0947726674967325,3,88676.5714285714,0.115085082477172,0.000947726674967325
7.20961281708945e-06,1.15225253300636e-07,2.92991458826795,0.0700854117320522,3,88763.4285714286,0.115225253300636,0.000700854117320522
7.40987983978638e-06,1.15311092503656e-07,2.95708039849015,0.0429196015098461,3,88804.5714285714,0.115311092503656,0.000429196015098461
7.61014686248331e-06,1.15453581693022e-07,2.92875540531675,0.07124459468325,3,88946.2857142857,0.115453581693022,0.000712445946832499
7.81041388518024e-06,1.15596762683587e-07,2.92840950471762,0.0715904952823763,3,89060.5714285714,0.115596762683587,0.000715904952823763
8.01068090787717e-06,1.15673179569365e-07,2.96179155711081,0.0382084428891927,3,89088,0.115673179569365,0.000382084428891927
8.2109479305741e-06,1.15914343524584e-07,2.87941802239069,0.12058197760931,3,89362.2857142857,0.115914343524584,0.0012058197760931
8.41121495327103e-06,1.16264941710665e-07,2.82470090695959,0.175299093040414,3,89696,0.116264941710665,0.00175299093040414
8.61148197596796e-06,1.1650253742584e-07,2.88120214241231,0.118797857587693,3,89828.5714285714,0.11650253742584,0.00118797857587693
8.81174899866489e-06,1.16816479234342e-07,2.84302909574905,0.156970904250952,3,90116.5714285714,0.116816479234342,0.00156970904250952
9.01201602136182e-06,1.16972899319702e-07,2.9217899573201,0.0782100426798957,3,90162.2857142857,0.116972899319702,0.000782100426798957
9.21228304405874e-06,1.17110871968343e-07,2.93101367567925,0.0689863243207506,3,90262.8571428571,0.117110871968343,0.000689863243207506
9.41255006675567e-06,1.17192335012519e-07,2.95926847791197,0.0407315220880308,3,90299.4285714286,0.117192335012519,0.000407315220880308
9.6128170894526e-06,1.17234352970759e-07,2.97899102088021,0.0210089791197877,3,90313.1428571429,0.117234352970759,0.000210089791197877
9.81308411214953e-06,1.17416380078215e-07,2.90898644627192,0.0910135537280807,3,90528,0.117416380078215,0.000910135537280807
1.00133511348465e-05,1.17571289597193e-07,2.92254524051088,0.0774547594891214,3,90637.7142857143,0.117571289597193,0.000774547594891214
1.02136181575434e-05,1.17691039616326e-07,2.9401249904336,0.0598750095664018,3,90715.4285714286,0.117691039616326,0.000598750095664018
1.04138851802403e-05,1.17846613954363e-07,2.92221283098169,0.0777871690183083,3,90857.1428571429,0.117846613954363,0.000777871690183083
1.06141522029372e-05,1.17920757153802e-07,2.96292840028051,0.0370715997194851,3,90875.4285714286,0.117920757153802,0.000370715997194851
1.08144192256342e-05,1.18083428861442e-07,2.91866414617984,0.0813358538201595,3,91049.1428571429,0.118083428861442,0.000813358538201595
1.10146862483311e-05,1.18269677174953e-07,2.90687584324449,0.0931241567555099,3,91209.1428571429,0.118269677174953,0.000931241567555099
1.1214953271028e-05,1.18606140986274e-07,2.8317680943396,0.168231905660402,3,91552,0.118606140986274,0.00168231905660402
1.1415220293725e-05,1.18785363424595e-07,2.91038878083969,0.0896112191603134,3,91616,0.118785363424595,0.000896112191603134
1.16154873164219e-05,1.18970942260913e-07,2.90721058184066,0.0927894181593361,3,91766.8571428571,0.118970942260913,0.000927894181593361
1.18157543391188e-05,1.19053135332407e-07,2.95890346425311,0.0410965357468942,3,91780.5714285714,0.119053135332407,0.000410965357468942
1.20160213618158e-05,1.19194217589519e-07,2.92945887144402,0.0705411285559808,3,91922.2857142857,0.119194217589519,0.000705411285559808
1.22162883845127e-05,1.19350967489499e-07,2.92162505001006,0.0783749499899435,3,92054.8571428571,0.119350967489499,0.000783749499899435
1.24165554072096e-05,1.19446732003364e-07,2.95211774306761,0.0478822569323934,3,92100.5714285714,0.119446732003364,0.000478822569323934
1.26168224299065e-05,1.19518964114031e-07,2.96388394466648,0.0361160553335242,3,92146.2857142857,0.119518964114031,0.000361160553335242
1.28170894526035e-05,1.19568003985218e-07,2.97548006440638,0.0245199355936209,3,92173.7142857143,0.119568003985218,0.000245199355936208
1.30173564753004e-05,1.19717461132764e-07,2.92527142622718,0.0747285737728244,3,92342.8571428571,0.119717461132764,0.000747285737728244
1.32176234979973e-05,1.19845691098086e-07,2.93588501733866,0.0641149826613415,3,92434.2857142857,0.119845691098086,0.000641149826613415
1.34178905206943e-05,1.2002217734103e-07,2.91175687852819,0.0882431214718057,3,92598.8571428571,0.12002217734103,0.000882431214718057
1.36181575433912e-05,1.20093805957201e-07,2.9641856919143,0.0358143080856969,3,92603.4285714286,0.120093805957201,0.000358143080856969
1.38184245660881e-05,1.20153196808857e-07,2.97030457417225,0.0296954258277483,3,92644.5714285714,0.120153196808857,0.000296954258277483
1.4018691588785e-05,1.20264312682933e-07,2.94444206296188,0.0555579370381174,3,92758.8571428571,0.120264312682933,0.000555579370381174
1.4218958611482e-05,1.2031424481615e-07,2.97503393339153,0.0249660666084716,3,92768,0.12031424481615,0.000249660666084716
1.44192256341789e-05,1.20358207756641e-07,2.9780185297543,0.0219814702457021,3,92800,0.120358207756641,0.000219814702457021
1.46194926568758e-05,1.20382227615457e-07,2.98799007059226,0.0120099294077417,3,92809.1428571429,0.120382227615457,0.000120099294077417
1.48197596795728e-05,1.20423247699877e-07,2.97948995778997,0.0205100422100274,3,92850.2857142857,0.120423247699877,0.000205100422100274
1.50200267022697e-05,1.20467299702175e-07,2.97797399885104,0.0220260011489606,3,92886.8571428571,0.120467299702175,0.000220260011489606
1.52202937249666e-05,1.20554857030823e-07,2.95622133567571,0.0437786643242867,3,92978.2857142857,0.120554857030823,0.000437786643242867
1.54205607476636e-05,1.20602754536637e-07,2.97605124709335,0.0239487529066466,3,92996.5714285714,0.120602754536637,0.000239487529066466
1.56208277703605e-05,1.20656516227758e-07,2.97311915443955,0.0268808455604522,3,93042.2857142857,0.120656516227758,0.000268808455604522
1.58210947930574e-05,1.20691373027748e-07,2.98257160000469,0.0174283999953053,3,93060.5714285714,0.120691373027748,0.000174283999953053
1.60213618157543e-05,1.20743630656701e-07,2.97387118552382,0.0261288144761812,3,93110.8571428571,0.120743630656701,0.000261288144761812
1.62216288384513e-05,1.20802602734186e-07,2.97051396125751,0.0294860387424888,3,93161.1428571429,0.120802602734186,0.000294860387424888
1.64218958611482e-05,1.20892389315394e-07,2.95510670939563,0.0448932906043719,3,93248,0.120892389315394,0.000448932906043719
1.66221628838451e-05,1.21004650126594e-07,2.94386959440016,0.0561304055998399,3,93348.5714285714,0.121004650126594,0.000561304055998399
1.68224299065421e-05,1.21051496103568e-07,2.97657701151307,0.0234229884869285,3,93353.1428571429,0.121051496103568,0.000234229884869285
1.7022696929239e-05,1.21133075643132e-07,2.95921023021814,0.0407897697818574,3,93435.4285714286,0.121133075643132,0.000407897697818574
1.72229639519359e-05,1.21175138551835e-07,2.97896854564814,0.021031454351865,3,93449.1428571429,0.121175138551835,0.00021031454351865
1.74232309746328e-05,1.21201953197713e-07,2.98659267706139,0.0134073229386124,3,93462.8571428571,0.121201953197713,0.000134073229386124
1.76234979973298e-05,1.212123001529e-07,2.99482652240651,0.00517347759349015,3,93462.8571428571,0.1212123001529,5.17347759349015e-05
1.78237650200267e-05,1.21233932478366e-07,2.989183837267,0.0108161627329957,3,93485.7142857143,0.121233932478366,0.000108161627329957
1.80240320427236e-05,1.21259919484853e-07,2.98700649675612,0.0129935032438759,3,93508.5714285714,0.121259919484853,0.000129935032438759
1.82242990654206e-05,1.21336978132888e-07,2.96147067598283,0.0385293240171709,3,93595.4285714286,0.121336978132888,0.000385293240171709
1.84245660881175e-05,1.21394936319363e-07,2.97102090676234,0.0289790932376642,3,93632,0.121394936319363,0.000289790932376642
1.86248331108144e-05,1.21427884468792e-07,2.98352592528525,0.0164740747147551,3,93645.7142857143,0.121427884468792,0.000164740747147551
1.88251001335113e-05,1.21461765856983e-07,2.98305930590457,0.0169406940954313,3,93673.1428571429,0.121461765856983,0.000169406940954313
1.90253671562083e-05,1.21506591203972e-07,2.97758732650582,0.0224126734941844,3,93714.2857142857,0.121506591203972,0.000224126734941844
1.92256341789052e-05,1.21530943839218e-07,2.98782368237675,0.0121763176232504,3,93723.4285714286,0.121530943839218,0.000121763176232504
1.94259012016021e-05,1.21589732082528e-07,2.97060587834513,0.0293941216548751,3,93787.4285714286,0.121589732082528,0.000293941216548751
1.96261682242991e-05,1.21619472574152e-07,2.98512975418785,0.0148702458121463,3,93796.5714285714,0.121619472574152,0.000148702458121463
1.9826435246996e-05,1.21662700075345e-07,2.97838624940356,0.0216137505964438,3,93837.7142857143,0.121662700075345,0.000216137505964438
2.00267022696929e-05,1.21725243604466e-07,2.96872823543933,0.0312717645606703,3,93897.1428571429,0.121725243604466,0.000312717645606703
2.02269692923899e-05,1.21756433147852e-07,2.9844052283073,0.015594771692703,3,93906.2857142857,0.121756433147852,0.00015594771692703
2.04272363150868e-05,1.21814331594416e-07,2.97105077671815,0.0289492232818488,3,93965.7142857143,0.121814331594416,0.000289492232818488
2.06275033377837e-05,1.21854312592286e-07,2.98000950106497,0.0199904989350296,3,93988.5714285714,0.121854312592286,0.000199904989350296
2.08277703604806e-05,1.2186974004028e-07,2.992286276003,0.00771372399700475,3,93988.5714285714,0.12186974004028,7.71372399700475e-05
2.10280373831776e-05,1.21903916623621e-07,2.98291170832956,0.0170882916704429,3,94025.1428571429,0.121903916623621,0.000170882916704429
2.12283044058745e-05,1.21931216128226e-07,2.98635024769717,0.0136497523028338,3,94043.4285714286,0.121931216128226,0.000136497523028338
2.14285714285714e-05,1.21955861975979e-07,2.98767707612335,0.0123229238766535,3,94061.7142857143,0.121955861975979,0.000123229238766535
2.16288384512684e-05,1.21975955907385e-07,2.98995303429706,0.0100469657029443,3,94075.4285714286,0.121975955907385,0.000100469657029443
2.18291054739653e-05,1.22001349295446e-07,2.9873033059699,0.012696694030101,3,94098.2857142857,0.122001349295446,0.00012696694030101
2.20293724966622e-05,1.22014675779203e-07,2.99333675812112,0.00666324187887708,3,94102.8571428571,0.122014675779203,6.66324187887708e-05
2.22296395193591e-05,1.22051569616024e-07,2.98155308158952,0.0184469184104786,3,94144,0.122051569616024,0.000184469184104786
2.24299065420561e-05,1.2207991762325e-07,2.98582599638701,0.0141740036129911,3,94162.2857142857,0.12207991762325,0.000141740036129911
2.2630173564753e-05,1.22097912157479e-07,2.99100273288561,0.00899726711439357,3,94171.4285714286,0.122097912157479,8.99726711439357e-05
2.28304405874499e-05,1.22133079301191e-07,2.98241642814399,0.017583571856007,3,94208,0.122133079301191,0.00017583571856007
2.30307076101469e-05,1.22146649229508e-07,2.99321503584136,0.00678496415864352,3,94208,0.122146649229508,6.78496415864352e-05
2.32309746328438e-05,1.22229500355637e-07,2.95857443693587,0.0414255630641326,3,94308.5714285714,0.122229500355637,0.000414255630641326
2.34312416555407e-05,1.22293221633311e-07,2.96813936116274,0.0318606388372565,3,94349.7142857143,0.122293221633311,0.000318606388372565
2.36315086782376e-05,1.22353089233724e-07,2.97006619979336,0.0299338002066393,3,94395.4285714286,0.122353089233724,0.000299338002066393
2.38317757009346e-05,1.22400885969604e-07,2.97610163205996,0.023898367940036,3,94427.4285714286,0.122400885969604,0.00023898367940036
2.40320427236315e-05,1.22444024925241e-07,2.97843052218197,0.0215694778180321,3,94459.4285714286,0.122444024925241,0.000215694778180321
2.42323097463284e-05,1.22481838635014e-07,2.98109314511321,0.0189068548867938,3,94486.8571428571,0.122481838635014,0.000189068548867938
2.44325767690254e-05,1.22510541594688e-07,2.98564852016296,0.0143514798370364,3,94505.1428571429,0.122510541594688,0.000143514798370364
2.46328437917223e-05,1.22532201043065e-07,2.9891702758115,0.010829724188501,3,94518.8571428571,0.122532201043065,0.00010829724188501
2.48331108144192e-05,1.22554670563684e-07,2.98876523969057,0.011234760309427,3,94537.1428571429,0.122554670563684,0.000112347603094271
2.50333778371162e-05,1.2257745266927e-07,2.98860894720712,0.0113910527928784,3,94555.4285714286,0.12257745266927,0.000113910527928784
2.52336448598131e-05,1.22610939239355e-07,2.98325671495721,0.0167432850427865,3,94587.4285714286,0.122610939239355,0.000167432850427865
2.543391188251e-05,1.22659140188445e-07,2.97589952545533,0.0241004745446694,3,94633.1428571429,0.122659140188445,0.000241004745446694
2.56341789052069e-05,1.22691851268499e-07,2.98364445997296,0.0163555400270423,3,94651.4285714286,0.122691851268499,0.000163555400270423
2.58344459279039e-05,1.22711529377087e-07,2.99016094570591,0.00983905429409365,3,94660.5714285714,0.122711529377087,9.83905429409365e-05
2.60347129506008e-05,1.22722650511279e-07,2.99443943290415,0.0055605670958495,3,94665.1428571429,0.122722650511279,5.5605670958495e-05
2.62349799732977e-05,1.2278691696916e-07,2.96786677105959,0.0321332289404086,3,94742.8571428571,0.12278691696916,0.000321332289404086
2.64352469959947e-05,1.22818771338096e-07,2.98407281553193,0.0159271844680709,3,94752,0.122818771338096,0.000159271844680709
2.66355140186916e-05,1.22838118870648e-07,2.99032623372407,0.00967376627592914,3,94761.1428571429,0.122838118870648,9.67376627592915e-05
2.68357810413885e-05,1.22887919895749e-07,2.97509948744916,0.0249005125508428,3,94816,0.122887919895749,0.000249005125508428
2.70360480640854e-05,1.22952999946218e-07,2.96745997476579,0.0325400252342067,3,94875.4285714286,0.122952999946218,0.000325400252342067
2.72363150867824e-05,1.22999280055269e-07,2.97685994547434,0.0231400545256594,3,94902.8571428571,0.122999280055269,0.000231400545256594
2.74365821094793e-05,1.23038305841875e-07,2.98048710669715,0.0195128933028494,3,94930.2857142857,0.123038305841875,0.000195128933028494
2.76368491321762e-05,1.23071004455032e-07,2.98365069342125,0.0163493065787449,3,94953.1428571429,0.123071004455032,0.000163493065787449
2.78371161548732e-05,1.23101261603239e-07,2.9848714258966,0.0151285741033988,3,94976,0.123101261603239,0.000151285741033988
2.80373831775701e-05,1.23127048717208e-07,2.98710644301556,0.0128935569844449,3,94994.2857142857,0.123127048717208,0.000128935569844449
2.8237650200267e-05,1.23154638929777e-07,2.98620489371529,0.013795106284715,3,95017.1428571429,0.123154638929777,0.00013795106284715
2.8437917222964e-05,1.23214676454323e-07,2.96998123772729,0.0300187622727095,3,95081.1428571429,0.123214676454323,0.000300187622727095
2.86381842456609e-05,1.2324137105527e-07,2.98665269952648,0.0133473004735193,3,95085.7142857143,0.12324137105527,0.000133473004735193
2.88384512683578e-05,1.2326931144089e-07,2.98602980718968,0.0139701928103212,3,95108.5714285714,0.12326931144089,0.000139701928103212
2.90387182910547e-05,1.23287148685033e-07,2.99108137792844,0.00891862207156183,3,95117.7142857143,0.123287148685033,8.91862207156183e-05
2.92389853137517e-05,1.23304615384696e-07,2.99126665016853,0.0087333498314707,3,95131.4285714286,0.123304615384696,8.7333498314707e-05
2.94392523364486e-05,1.2332899500145e-07,2.98781019162298,0.0121898083770215,3,95154.2857142857,0.12332899500145,0.000121898083770215
2.96395193591455e-05,1.23366625955346e-07,2.98118452305212,0.01881547694788,3,95190.8571428571,0.123366625955346,0.0001881547694788
2.98397863818425e-05,1.23409370195496e-07,2.97862787992526,0.0213721200747389,3,95227.4285714286,0.123409370195496,0.000213721200747389
3.00400534045394e-05,1.23461143396002e-07,2.97411339974675,0.0258866002532463,3,95273.1428571429,0.123461143396002,0.000258866002532463
3.02403204272363e-05,1.23481121097125e-07,2.99001114943865,0.00998885056134992,3,95273.1428571429,0.123481121097125,9.98885056134992e-05
3.04405874499332e-05,1.23524109385003e-07,2.978505856061,0.021494143938998,3,95318.8571428571,0.123524109385003,0.00021494143938998
3.06408544726302e-05,1.23547753157639e-07,2.98817811368169,0.0118218863183084,3,95328,0.12354775315764,0.000118218863183084
3.08411214953271e-05,1.23563932469687e-07,2.99191034397629,0.00808965602370997,3,95337.1428571429,0.123563932469687,8.08965602370997e-05
3.1041388518024e-05,1.23598399173031e-07,2.98276664832785,0.0172333516721491,3,95373.7142857143,0.123598399173031,0.000172333516721491
3.1241655540721e-05,1.23632866525071e-07,2.98276632398025,0.0172336760197523,3,95401.1428571429,0.123632866525071,0.000172336760197523
3.14419225634179e-05,1.23653222328006e-07,2.98982209853224,0.0101779014677627,3,95410.2857142857,0.123653222328006,0.000101779014677627
3.16421895861148e-05,1.23692828562369e-07,2.9801968828184,0.0198031171816047,3,95451.4285714286,0.123692828562369,0.000198031171816047
3.18424566088117e-05,1.23715167303532e-07,2.98883062941858,0.0111693705814178,3,95460.5714285714,0.123715167303532,0.000111693705814178
3.20427236315087e-05,1.23727315092292e-07,2.99392610562026,0.00607389437974011,3,95465.1428571429,0.123727315092292,6.07389437974011e-05
3.22429906542056e-05,1.23739058455482e-07,2.99412831840476,0.00587168159523863,3,95474.2857142857,0.123739058455482,5.87168159523863e-05
3.24432576769025e-05,1.23743589860269e-07,2.99773429760653,0.00226570239346624,3,95474.2857142857,0.123743589860269,2.26570239346624e-05
3.26435246995995e-05,1.23762978143474e-07,2.99030585839764,0.0096941416023622,3,95497.1428571429,0.123762978143474,9.6941416023622e-05
3.28437917222964e-05,1.23795155142324e-07,2.98391150057515,0.0160884994248465,3,95529.1428571429,0.123795155142324,0.000160884994248465
3.30440587449933e-05,1.23832266917175e-07,2.98144411257436,0.0185558874256411,3,95561.1428571429,0.123832266917175,0.000185558874256411
3.32443257676903e-05,1.23860699021332e-07,2.9857839479216,0.0142160520783967,3,95579.4285714286,0.123860699021332,0.000142160520783967
3.34445927903872e-05,1.23875198054582e-07,2.99275048337481,0.0072495166251919,3,95584,0.123875198054582,7.2495166251919e-05
3.36448598130841e-05,1.23884320739801e-07,2.9954386573905,0.00456134260950255,3,95588.5714285714,0.123884320739801,4.56134260950255e-05
3.3845126835781e-05,1.23926648357861e-07,2.97883619096988,0.0211638090301189,3,95638.8571428571,0.123926648357861,0.000211638090301189
3.4045393858478e-05,1.23953565146969e-07,2.98654160544592,0.0134583945540831,3,95652.5714285714,0.123953565146969,0.000134583945540831
3.42456608811749e-05,1.24002758967529e-07,2.97540308972042,0.0245969102795794,3,95702.8571428571,0.124002758967529,0.000245969102795794
3.44459279038718e-05,1.24039381115324e-07,2.98168892610231,0.0183110738976925,3,95725.7142857143,0.124039381115324,0.000183110738976925
3.46461949265688e-05,1.24064096337214e-07,2.98764238905503,0.0123576109449712,3,95739.4285714286,0.124064096337214,0.000123576109449712
3.48464619492657e-05,1.24077161138619e-07,2.99346759929756,0.00653240070243962,3,95744,0.124077161138619,6.53240070243962e-05
3.50467289719626e-05,1.24082202446275e-07,2.99747934617192,0.00252065382807639,3,95744,0.124082202446275,2.52065382807639e-05
3.52469959946595e-05,1.24091203633604e-07,2.99549940633551,0.00450059366448671,3,95753.1428571429,0.124091203633604,4.50059366448671e-05
3.54472630173565e-05,1.24119372568777e-07,2.9859155324137,0.0140844675863038,3,95785.1428571429,0.124119372568777,0.000140844675863038
3.56475300400534e-05,1.24133770054087e-07,2.99280125734478,0.00719874265521948,3,95789.7142857143,0.124133770054087,7.19874265521948e-05
3.58477970627503e-05,1.24160493304942e-07,2.98663837457254,0.0133616254274635,3,95817.1428571429,0.124160493304942,0.000133616254274635
3.60480640854473e-05,1.24174332943748e-07,2.99308018059688,0.0069198194031216,3,95821.7142857143,0.124174332943748,6.9198194031216e-05
3.62483311081442e-05,1.24193785040642e-07,2.99027395155293,0.00972604844706529,3,95840,0.124193785040642,9.72604844706529e-05
3.64485981308411e-05,1.24211874861516e-07,2.99095508956337,0.00904491043663013,3,95853.7142857143,0.124211874861516,9.04491043663013e-05
3.6648865153538e-05,1.24222383122413e-07,2.99474586955153,0.00525413044847432,3,95858.2857142857,0.124222383122413,5.25413044847432e-05
3.6849132176235e-05,1.24229965890409e-07,2.99620861600174,0.00379138399825813,3,95862.8571428571,0.124229965890409,3.79138399825813e-05
3.70493991989319e-05,1.24232891849628e-07,2.99853702039076,0.00146297960924334,3,95862.8571428571,0.124232891849628,1.46297960924334e-05
3.72496662216288e-05,1.24241076789625e-07,2.99590753000142,0.00409246999857867,3,95872,0.124241076789625,4.09246999857867e-05
3.74499332443258e-05,1.24247763059095e-07,2.99665686526491,0.00334313473508602,3,95876.5714285714,0.124247763059095,3.34313473508602e-05
3.76502002670227e-05,1.24250343085392e-07,2.99870998685142,0.0012900131485794,3,95876.5714285714,0.124250343085392,1.2900131485794e-05
3.78504672897196e-05,1.24265450440914e-07,2.99244632223916,0.00755367776083976,3,95894.8571428571,0.124265450440914,7.55367776083976e-05
3.80507343124166e-05,1.24271279907875e-07,2.99708526651927,0.00291473348072527,3,95894.8571428571,0.124271279907875,2.91473348072527e-05
3.82510013351135e-05,1.24291169072484e-07,2.99005541769561,0.00994458230438684,3,95917.7142857143,0.124291169072484,9.94458230438684e-05
3.84512683578104e-05,1.24309427547016e-07,2.99087076273418,0.00912923726581515,3,95931.4285714286,0.124309427547016,9.12923726581515e-05
3.86515353805073e-05,1.24323528835187e-07,2.99294935591438,0.00705064408561736,3,95940.5714285714,0.124323528835187,7.05064408561736e-05
3.88518024032043e-05,1.24332498043057e-07,2.99551539606503,0.00448460393496785,3,95945.1428571429,0.124332498043057,4.48460393496785e-05
3.90520694259012e-05,1.2436065463936e-07,2.98592170184842,0.0140782981515817,3,95977.1428571429,0.12436065463936,0.000140782981515817
3.92523364485981e-05,1.24392687111869e-07,2.9839837637453,0.0160162362547044,3,96004.5714285714,0.124392687111869,0.000160162362547044
3.94526034712951e-05,1.24408575418567e-07,2.99205584665122,0.00794415334878152,3,96009.1428571429,0.124408575418567,7.94415334878152e-05
3.9652870493992e-05,1.24425290081638e-07,2.99164266846455,0.00835733153545242,3,96022.8571428571,0.124425290081638,8.35733153545242e-05
3.98531375166889e-05,1.24442323612692e-07,2.99148323447307,0.00851676552692548,3,96036.5714285714,0.124442323612692,8.51676552692548e-05
4.00534045393858e-05,1.24494759685246e-07,2.97378196372286,0.0262180362771371,3,96096,0.124494759685246,0.000262180362771371
4.02536715620828e-05,1.24539688818328e-07,2.97753543345892,0.0224645665410845,3,96128,0.124539688818328,0.000224645665410845
4.04539385847797e-05,1.24557025602273e-07,2.99133160802762,0.00866839197238135,3,96128,0.124557025602273,8.66839197238135e-05
4.06542056074766e-05,1.24584883041433e-07,2.98607128041994,0.0139287195800647,3,96155.4285714286,0.124584883041433,0.000139287195800647
4.08544726301736e-05,1.24606216227889e-07,2.98933340677177,0.0106665932282252,3,96169.1428571429,0.124606216227889,0.000106665932282252
4.10547396528705e-05,1.24621503956395e-07,2.99235613574697,0.00764386425303227,3,96178.2857142857,0.124621503956395,7.64386425303227e-05
4.12550066755674e-05,1.24645042775843e-07,2.98823059027636,0.0117694097236368,3,96201.1428571429,0.124645042775843,0.000117694097236368
4.14552736982644e-05,1.24661181589678e-07,2.99193059308241,0.00806940691758715,3,96210.2857142857,0.124661181589678,8.06940691758715e-05
4.16555407209613e-05,1.24699160617569e-07,2.98101048605424,0.0189895139457589,3,96251.4285714286,0.124699160617569,0.000189895139457589
4.18558077436582e-05,1.24713815566319e-07,2.99267252562522,0.00732747437478322,3,96251.4285714286,0.124713815566319,7.32747437478322e-05
4.20560747663551e-05,1.24747694067206e-07,2.98306074955658,0.0169392504434192,3,96288,0.124747694067206,0.000169392504434192
4.22563417890521e-05,1.24767822647924e-07,2.9899357096411,0.0100642903589027,3,96297.1428571429,0.124767822647924,0.000100642903589027
4.2456608811749e-05,1.24803813255214e-07,2.98200469635489,0.0179953036451144,3,96333.7142857143,0.124803813255214,0.000179953036451144
