0	0.021363929
3.20E-07	0.024825002
6.40E-07	0.028098311
9.60E-07	0.031080756
1.28E-06	0.033684687
1.60E-06	0.035850143
1.92E-06	0.037542866
2.24E-06	0.038758704
2.56E-06	0.03952114
2.88E-06	0.039874289
3.20E-06	0.039885131
3.52E-06	0.039623592
3.84E-06	0.039166312
4.16E-06	0.038588538
4.48E-06	0.037958549
4.80E-06	0.037330931
5.12E-06	0.036749879
5.44E-06	0.036243422
5.76E-06	0.035828377
6.08E-06	0.035510514
6.40E-06	0.035284818
6.72E-06	0.035143333
7.04E-06	0.035074824
7.36E-06	0.035068205
7.68E-06	0.035104784
8.00E-06	0.035177481
8.32E-06	0.035272926
8.64E-06	0.035384058
8.96E-06	0.035497388
9.28E-06	0.035619134
9.60E-06	0.035738615
9.92E-06	0.0358511
1.02E-05	0.035951839
1.06E-05	0.036040433
1.09E-05	0.036112914
1.12E-05	0.036174866
1.15E-05	0.036227307
1.18E-05	0.036279621
1.22E-05	0.036338203
1.25E-05	0.036412714
1.28E-05	0.036511783
1.31E-05	0.036644116
1.34E-05	0.036820454
1.38E-05	0.037047802
1.41E-05	0.037326503
1.44E-05	0.037655175
1.47E-05	0.038027232
1.50E-05	0.038436621
1.54E-05	0.038869949
1.57E-05	0.039309738
1.60E-05	0.03974084
1.63E-05	0.040142597
1.66E-05	0.040495012
1.70E-05	0.040776109
1.73E-05	0.04097494
1.76E-05	0.041074659
1.79E-05	0.041066369
1.82E-05	0.040949047
1.86E-05	0.040719443
1.89E-05	0.04038535
1.92E-05	0.039954964
1.95E-05	0.039446494
1.98E-05	0.038874507
2.02E-05	0.038265222
2.05E-05	0.03764025
2.08E-05	0.037026801
2.11E-05	0.036443821
2.14E-05	0.035913874
2.18E-05	0.035458917
2.21E-05	0.03509622
2.24E-05	0.034835073
2.27E-05	0.034682704
2.30E-05	0.034641536
2.34E-05	0.034707693
2.37E-05	0.034874357
2.40E-05	0.035126756
2.43E-05	0.035449227
2.46E-05	0.035822923
2.50E-05	0.036221646
2.53E-05	0.036625312
2.56E-05	0.037011972
2.59E-05	0.037364355
2.62E-05	0.037662346
2.66E-05	0.037894738
2.69E-05	0.038054412
2.72E-05	0.038136133
2.75E-05	0.038140201
2.78E-05	0.038080039
2.82E-05	0.037959823
2.85E-05	0.037794901
2.88E-05	0.037596924
2.91E-05	0.037387683
2.94E-05	0.037176618
2.98E-05	0.036977284
3.01E-05	0.036802317
3.04E-05	0.036662936
3.07E-05	0.036568395
3.10E-05	0.036522164
3.14E-05	0.036526696
3.17E-05	0.036582917
3.20E-05	0.03668821
3.23E-05	0.036842507
3.26E-05	0.03703914
3.30E-05	0.037272496
3.33E-05	0.037530336
3.36E-05	0.03779971
3.39E-05	0.038069274
3.42E-05	0.038323546
3.46E-05	0.038545007
3.49E-05	0.038719726
3.52E-05	0.038830925
3.55E-05	0.038866961
3.58E-05	0.038818608
3.62E-05	0.038678777
3.65E-05	0.038449823
3.68E-05	0.038142841
3.71E-05	0.037766068
3.74E-05	0.037342404
3.78E-05	0.036892938
3.81E-05	0.036447354
3.84E-05	0.036027423
3.87E-05	0.035662204
3.90E-05	0.035370286
3.94E-05	0.035177042
3.97E-05	0.035088966
4.00E-05	0.035110297
4.03E-05	0.035239228
4.06E-05	0.03546906
4.10E-05	0.035787652
4.13E-05	0.036180893
4.16E-05	0.036629164
4.19E-05	0.037114182
4.22E-05	0.037619189
4.26E-05	0.038128207
4.29E-05	0.038630151
4.32E-05	0.039116044
4.35E-05	0.039574614
4.38E-05	0.040000455
4.42E-05	0.040388628
4.45E-05	0.040732421
4.48E-05	0.041025297
4.51E-05	0.041252955
4.54E-05	0.041413483
4.58E-05	0.041496
4.61E-05	0.041489984
4.64E-05	0.041392373
4.67E-05	0.041202775
4.70E-05	0.040926206
4.74E-05	0.04056726
4.77E-05	0.040147068
4.80E-05	0.039689468
4.83E-05	0.03921565
4.86E-05	0.038758887
4.90E-05	0.038348277
4.93E-05	0.038015375
4.96E-05	0.037782828
4.99E-05	0.037666483
5.02E-05	0.037680003
5.06E-05	0.037821741
5.09E-05	0.038082791
5.12E-05	0.038442959
5.15E-05	0.038876961
5.18E-05	0.039353618
5.22E-05	0.039836351
5.25E-05	0.040287388
5.28E-05	0.04067454
5.31E-05	0.04096809
5.34E-05	0.041148512
5.38E-05	0.041199299
5.41E-05	0.041119185
5.44E-05	0.040912981
5.47E-05	0.040591527
5.50E-05	0.040174388
5.54E-05	0.039692227
5.57E-05	0.039170193
